Rental ID,Rental Date,Month,Day of Week,Season,Customer Type,Rental Item,Rental Duration,Quantity,Unit Price,Add-on,Add-on Revenue,Discount Amount,Total Revenue,Employee Name,Launch Site,Payment Method,Weather
WSR-2026-0680,2026-06-02,June,Tuesday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,Cooler Rental,10.00,0.00,39.12,Hannah Brooks,Marina Kiosk,Credit Card,Sunny
WSR-2026-0681,2026-06-02,June,Tuesday,Summer,Resort Guest,Single Kayak,2 Hours,1,42.56,None,0.00,0.00,42.56,Finn Johnson,Harbor Dock,Credit Card,Sunny
WSR-2026-0682,2026-06-02,June,Tuesday,Summer,Walk-in,Fishing Kayak,1 Hour,1,35.84,Waterproof Speaker,12.00,0.00,47.84,Ava Martinez,Resort Pier,Debit Card,Sunny
WSR-2026-0683,2026-06-02,June,Tuesday,Summer,Walk-in,Snorkel Set,1 Hour,1,13.44,Premium Life Jacket,7.00,1.02,19.42,Diego Ramirez,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-0684,2026-06-02,June,Tuesday,Summer,Online Booking,Tandem Kayak,2 Hours,1,58.24,None,0.00,0.00,58.24,Chloe Nguyen,Resort Pier,Credit Card,Cloudy
WSR-2026-0685,2026-06-02,June,Tuesday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,Dry Bag,6.00,0.00,48.56,Chloe Nguyen,Beachfront Hut,Debit Card,Sunny
WSR-2026-0686,2026-06-02,June,Tuesday,Summer,Walk-in,Surfboard,Full Day,1,85.12,None,0.00,0.00,85.12,Ben Carter,Beachfront Hut,Gift Card,Sunny
WSR-2026-0687,2026-06-02,June,Tuesday,Summer,Online Booking,Wetsuit Rental,2 Hours,1,17.92,GoPro Mount,8.00,0.00,25.92,Ben Carter,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0688,2026-06-03,June,Wednesday,Summer,Resort Guest,Stand-Up Paddle Board,Full Day,1,98.56,None,0.00,0.00,98.56,Finn Johnson,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0689,2026-06-03,June,Wednesday,Summer,Walk-in,Wetsuit Rental,1 Hour,1,11.20,GoPro Mount,8.00,0.00,19.20,Isaac Patel,Harbor Dock,Debit Card,Sunny
WSR-2026-0690,2026-06-03,June,Wednesday,Summer,Walk-in,Single Kayak,1 Hour,1,26.88,Dry Bag,6.00,0.00,32.88,Ava Martinez,Marina Kiosk,Credit Card,Sunny
WSR-2026-0691,2026-06-03,June,Wednesday,Summer,Online Booking,Tandem Kayak,Half Day,1,87.36,None,0.00,0.00,87.36,Finn Johnson,Harbor Dock,Credit Card,Sunny
WSR-2026-0692,2026-06-03,June,Wednesday,Summer,Resort Guest,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,0.00,47.04,Finn Johnson,Lagoon Launch,Credit Card,Sunny
WSR-2026-0693,2026-06-03,June,Wednesday,Summer,Group/Event,Stand-Up Paddle Board,1 Hour,1,29.12,Phone Pouch,5.00,3.41,30.71,Mia Thompson,Harbor Dock,Cash,Sunny
WSR-2026-0694,2026-06-03,June,Wednesday,Summer,Group/Event,Hydro Bike,1 Hour,1,33.60,None,0.00,0.00,33.60,Finn Johnson,Harbor Dock,Credit Card,Cloudy
WSR-2026-0695,2026-06-03,June,Wednesday,Summer,Online Booking,Bodyboard,2 Hours,1,24.64,Dry Bag,6.00,0.00,30.64,Ava Martinez,Beachfront Hut,Cash,Windy
WSR-2026-0696,2026-06-03,June,Wednesday,Summer,Walk-in,Fishing Kayak,Half Day,1,85.12,None,0.00,0.00,85.12,Mia Thompson,Marina Kiosk,Credit Card,Sunny
WSR-2026-0697,2026-06-04,June,Thursday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,Premium Life Jacket,7.00,0.00,49.56,Ben Carter,Resort Pier,Credit Card,Sunny
WSR-2026-0698,2026-06-04,June,Thursday,Summer,Online Booking,Stand-Up Paddle Board,Full Day,1,98.56,None,0.00,0.00,98.56,Ava Martinez,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0699,2026-06-04,June,Thursday,Summer,Walk-in,Tandem Kayak,2 Hours,1,58.24,None,0.00,0.00,58.24,Chloe Nguyen,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-0700,2026-06-04,June,Thursday,Summer,Resort Guest,Bodyboard,1 Hour,1,15.68,None,0.00,0.00,15.68,Diego Ramirez,Lagoon Launch,Credit Card,Sunny
WSR-2026-0701,2026-06-04,June,Thursday,Summer,Resort Guest,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,0.00,47.04,Diego Ramirez,Resort Pier,Credit Card,Sunny
WSR-2026-0702,2026-06-04,June,Thursday,Summer,Walk-in,Snorkel Set,2 Hours,1,20.16,Phone Pouch,5.00,0.00,25.16,Chloe Nguyen,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0703,2026-06-04,June,Thursday,Summer,Walk-in,Fishing Kayak,2 Hours,1,56.00,GoPro Mount,8.00,0.00,64.00,Chloe Nguyen,Harbor Dock,Gift Card,Windy
WSR-2026-0704,2026-06-04,June,Thursday,Summer,Online Booking,Pedal Boat,2 Hours,1,64.96,Dry Bag,6.00,3.55,67.41,Hannah Brooks,Beachfront Hut,Credit Card,Sunny
WSR-2026-0705,2026-06-04,June,Thursday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,Premium Life Jacket,7.00,0.00,49.56,Finn Johnson,Harbor Dock,Credit Card,Sunny
WSR-2026-0706,2026-06-04,June,Thursday,Summer,Resort Guest,Tandem Kayak,1 Hour,1,38.08,None,0.00,0.00,38.08,Mia Thompson,Marina Kiosk,Credit Card,Sunny
WSR-2026-0707,2026-06-04,June,Thursday,Summer,Resort Guest,Surfboard,2 Hours,1,40.32,None,0.00,0.00,40.32,Diego Ramirez,Beachfront Hut,Debit Card,Sunny
WSR-2026-0708,2026-06-04,June,Thursday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,Phone Pouch,5.00,0.00,34.12,Grace Lee,Harbor Dock,Gift Card,Cloudy
WSR-2026-0709,2026-06-04,June,Thursday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,None,0.00,0.00,42.56,Hannah Brooks,Resort Pier,Credit Card,Sunny
WSR-2026-0710,2026-06-04,June,Thursday,Summer,Walk-in,Surfboard,1 Hour,1,24.64,None,0.00,0.00,24.64,Emma Wilson,Marina Kiosk,Credit Card,Cloudy
WSR-2026-0711,2026-06-04,June,Thursday,Summer,Resort Guest,Wetsuit Rental,2 Hours,1,17.92,None,0.00,0.00,17.92,Grace Lee,Marina Kiosk,Credit Card,Sunny
WSR-2026-0712,2026-06-05,June,Friday,Summer,Group/Event,Tandem Kayak,1 Hour,1,38.08,None,0.00,1.90,36.18,Grace Lee,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0713,2026-06-05,June,Friday,Summer,Online Booking,Single Kayak,1 Hour,1,26.88,GoPro Mount,8.00,0.00,34.88,Finn Johnson,Lagoon Launch,Credit Card,Sunny
WSR-2026-0714,2026-06-05,June,Friday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,47.04,Dry Bag,6.00,0.00,53.04,Ava Martinez,Resort Pier,Credit Card,Windy
WSR-2026-0715,2026-06-05,June,Friday,Summer,Online Booking,Stand-Up Paddle Board,Half Day,1,69.44,None,0.00,0.00,69.44,Chloe Nguyen,Beachfront Hut,Debit Card,Sunny
WSR-2026-0716,2026-06-05,June,Friday,Summer,Online Booking,Snorkel Set,Half Day,1,31.36,None,0.00,0.00,31.36,Mia Thompson,Beachfront Hut,Credit Card,Sunny
WSR-2026-0717,2026-06-05,June,Friday,Summer,Walk-in,Single Kayak,Half Day,1,64.96,Dry Bag,6.00,0.00,70.96,Mia Thompson,Resort Pier,Credit Card,Sunny
WSR-2026-0718,2026-06-05,June,Friday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,None,0.00,0.00,42.56,Mia Thompson,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0719,2026-06-05,June,Friday,Summer,Online Booking,Snorkel Set,Half Day,1,31.36,None,0.00,1.57,29.79,Ava Martinez,Beachfront Hut,Debit Card,Sunny
WSR-2026-0720,2026-06-05,June,Friday,Summer,Online Booking,Surfboard,1 Hour,1,24.64,Dry Bag,6.00,0.00,30.64,Chloe Nguyen,Beachfront Hut,Credit Card,Sunny
WSR-2026-0721,2026-06-05,June,Friday,Summer,Online Booking,Stand-Up Paddle Board,Half Day,1,69.44,Dry Bag,6.00,3.77,71.67,Ava Martinez,Harbor Dock,Credit Card,Sunny
WSR-2026-0722,2026-06-05,June,Friday,Summer,Online Booking,Fishing Kayak,2 Hours,1,56.00,None,0.00,0.00,56.00,Mia Thompson,Resort Pier,Debit Card,Cloudy
WSR-2026-0723,2026-06-05,June,Friday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,Premium Life Jacket,7.00,0.00,49.56,Ava Martinez,Resort Pier,Cash,Windy
WSR-2026-0724,2026-06-05,June,Friday,Summer,Walk-in,Single Kayak,1 Hour,1,26.88,Dry Bag,6.00,0.00,32.88,Isaac Patel,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0725,2026-06-05,June,Friday,Summer,Resort Guest,Single Kayak,1 Hour,1,26.88,None,0.00,0.00,26.88,Ben Carter,Harbor Dock,Credit Card,Sunny
WSR-2026-0726,2026-06-05,June,Friday,Summer,Online Booking,Tandem Kayak,Half Day,1,87.36,Dry Bag,6.00,0.00,93.36,Ben Carter,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0727,2026-06-05,June,Friday,Summer,Walk-in,Bodyboard,Full Day,1,53.76,GoPro Mount,8.00,0.00,61.76,Ben Carter,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-0728,2026-06-05,June,Friday,Summer,Resort Guest,Fishing Kayak,2 Hours,1,56.00,GoPro Mount,8.00,0.00,64.00,Finn Johnson,Marina Kiosk,Credit Card,Sunny
WSR-2026-0729,2026-06-05,June,Friday,Summer,Online Booking,Fishing Kayak,Half Day,1,85.12,Cooler Rental,10.00,0.00,95.12,Chloe Nguyen,Marina Kiosk,Credit Card,Cloudy
WSR-2026-0730,2026-06-05,June,Friday,Summer,Online Booking,Surfboard,Full Day,1,85.12,None,0.00,0.00,85.12,Chloe Nguyen,Beachfront Hut,Credit Card,Sunny
WSR-2026-0731,2026-06-05,June,Friday,Summer,Resort Guest,Bodyboard,2 Hours,1,24.64,None,0.00,0.00,24.64,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-0732,2026-06-05,June,Friday,Summer,Walk-in,Tandem Kayak,1 Hour,1,38.08,None,0.00,0.00,38.08,Ben Carter,Resort Pier,Credit Card,Sunny
WSR-2026-0733,2026-06-05,June,Friday,Summer,Walk-in,Fishing Kayak,Half Day,1,85.12,Cooler Rental,10.00,0.00,95.12,Hannah Brooks,Lagoon Launch,Cash,Sunny
WSR-2026-0734,2026-06-05,June,Friday,Summer,Walk-in,Single Kayak,2 Hours,1,42.56,None,0.00,0.00,42.56,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-0735,2026-06-05,June,Friday,Summer,Online Booking,Surfboard,1 Hour,1,24.64,Cooler Rental,10.00,0.00,34.64,Mia Thompson,Lagoon Launch,Credit Card,Windy
WSR-2026-0736,2026-06-05,June,Friday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,None,0.00,2.13,40.43,Emma Wilson,Marina Kiosk,Cash,Sunny
WSR-2026-0737,2026-06-06,June,Saturday,Summer,Online Booking,Snorkel Set,2 Hours,1,21.60,None,0.00,0.00,21.60,Diego Ramirez,Marina Kiosk,Debit Card,Sunny
WSR-2026-0738,2026-06-06,June,Saturday,Summer,Group/Event,Fishing Kayak,Half Day,1,91.20,None,0.00,0.00,91.20,Ava Martinez,Harbor Dock,Credit Card,Rainy
WSR-2026-0739,2026-06-06,June,Saturday,Summer,Walk-in,Pedal Boat,Half Day,1,103.20,None,0.00,0.00,103.20,Hannah Brooks,Resort Pier,Gift Card,Windy
WSR-2026-0740,2026-06-06,June,Saturday,Summer,Resort Guest,Pedal Boat,1 Hour,1,43.20,None,0.00,0.00,43.20,Ava Martinez,Lagoon Launch,Debit Card,Cloudy
WSR-2026-0741,2026-06-06,June,Saturday,Summer,Group/Event,Stand-Up Paddle Board,Half Day,1,74.40,Dry Bag,6.00,0.00,80.40,Ben Carter,Beachfront Hut,Cash,Cloudy
WSR-2026-0742,2026-06-06,June,Saturday,Summer,Online Booking,Wetsuit Rental,2 Hours,1,19.20,None,0.00,0.00,19.20,Finn Johnson,Marina Kiosk,Gift Card,Sunny
WSR-2026-0743,2026-06-06,June,Saturday,Summer,Walk-in,Snorkel Set,1 Hour,1,14.40,None,0.00,0.00,14.40,Finn Johnson,Beachfront Hut,Debit Card,Sunny
WSR-2026-0744,2026-06-06,June,Saturday,Summer,Member,Tandem Kayak,1 Hour,1,40.80,None,0.00,4.08,36.72,Grace Lee,Marina Kiosk,Cash,Sunny
WSR-2026-0745,2026-06-06,June,Saturday,Summer,Online Booking,Single Kayak,1 Hour,1,28.80,Dry Bag,6.00,0.00,34.80,Hannah Brooks,Lagoon Launch,Debit Card,Sunny
WSR-2026-0746,2026-06-06,June,Saturday,Summer,Walk-in,Pedal Boat,1 Hour,1,43.20,Waterproof Speaker,12.00,0.00,55.20,Emma Wilson,Resort Pier,Debit Card,Cloudy
WSR-2026-0747,2026-06-06,June,Saturday,Summer,Walk-in,Tandem Kayak,1 Hour,1,40.80,None,0.00,0.00,40.80,Grace Lee,Beachfront Hut,Debit Card,Sunny
WSR-2026-0748,2026-06-06,June,Saturday,Summer,Online Booking,Single Kayak,1 Hour,1,28.80,None,0.00,0.00,28.80,Emma Wilson,Lagoon Launch,Credit Card,Windy
WSR-2026-0749,2026-06-06,June,Saturday,Summer,Walk-in,Single Kayak,2 Hours,1,45.60,Dry Bag,6.00,0.00,51.60,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-0750,2026-06-06,June,Saturday,Summer,Walk-in,Stand-Up Paddle Board,Full Day,1,105.60,None,0.00,0.00,105.60,Chloe Nguyen,Resort Pier,Debit Card,Sunny
WSR-2026-0751,2026-06-06,June,Saturday,Summer,Member,Bodyboard,2 Hours,1,26.40,None,0.00,2.64,23.76,Isaac Patel,Resort Pier,Credit Card,Sunny
WSR-2026-0752,2026-06-06,June,Saturday,Summer,Online Booking,Single Kayak,1 Hour,1,28.80,Phone Pouch,5.00,0.00,33.80,Ava Martinez,Lagoon Launch,Debit Card,Sunny
WSR-2026-0753,2026-06-06,June,Saturday,Summer,Resort Guest,Tandem Kayak,2 Hours,1,62.40,None,0.00,3.12,59.28,Ben Carter,Resort Pier,Debit Card,Sunny
WSR-2026-0754,2026-06-06,June,Saturday,Summer,Walk-in,Fishing Kayak,1 Hour,1,38.40,None,0.00,0.00,38.40,Mia Thompson,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-0755,2026-06-06,June,Saturday,Summer,Member,Stand-Up Paddle Board,1 Hour,1,31.20,Cooler Rental,10.00,4.12,37.08,Grace Lee,Harbor Dock,Debit Card,Windy
WSR-2026-0756,2026-06-07,June,Sunday,Summer,Walk-in,Surfboard,2 Hours,1,43.20,None,0.00,0.00,43.20,Finn Johnson,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-0757,2026-06-07,June,Sunday,Summer,Walk-in,Single Kayak,1 Hour,1,28.80,None,0.00,0.00,28.80,Emma Wilson,Lagoon Launch,Gift Card,Sunny
WSR-2026-0758,2026-06-07,June,Sunday,Summer,Walk-in,Stand-Up Paddle Board,2 Hours,1,50.40,None,0.00,0.00,50.40,Isaac Patel,Resort Pier,Debit Card,Sunny
WSR-2026-0759,2026-06-07,June,Sunday,Summer,Walk-in,Stand-Up Paddle Board,2 Hours,1,50.40,None,0.00,0.00,50.40,Mia Thompson,Lagoon Launch,Debit Card,Sunny
WSR-2026-0760,2026-06-07,June,Sunday,Summer,Online Booking,Snorkel Set,Full Day,1,48.00,GoPro Mount,8.00,0.00,56.00,Mia Thompson,Harbor Dock,Mobile Pay,Cloudy
WSR-2026-0761,2026-06-07,June,Sunday,Summer,Online Booking,Bodyboard,Full Day,1,57.60,Premium Life Jacket,7.00,0.00,64.60,Chloe Nguyen,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-0762,2026-06-07,June,Sunday,Summer,Walk-in,Stand-Up Paddle Board,Full Day,1,105.60,None,0.00,0.00,105.60,Diego Ramirez,Resort Pier,Credit Card,Cloudy
WSR-2026-0763,2026-06-07,June,Sunday,Summer,Online Booking,Surfboard,Half Day,1,64.80,None,0.00,3.24,61.56,Mia Thompson,Beachfront Hut,Debit Card,Sunny
WSR-2026-0764,2026-06-07,June,Sunday,Summer,Resort Guest,Wetsuit Rental,2 Hours,1,19.20,None,0.00,0.00,19.20,Hannah Brooks,Harbor Dock,Credit Card,Sunny
WSR-2026-0765,2026-06-07,June,Sunday,Summer,Online Booking,Hydro Bike,1 Hour,1,36.00,None,0.00,0.00,36.00,Isaac Patel,Harbor Dock,Credit Card,Sunny
WSR-2026-0766,2026-06-07,June,Sunday,Summer,Resort Guest,Tandem Kayak,Half Day,1,93.60,GoPro Mount,8.00,0.00,101.60,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-0767,2026-06-07,June,Sunday,Summer,Walk-in,Stand-Up Paddle Board,Full Day,1,105.60,None,0.00,0.00,105.60,Chloe Nguyen,Marina Kiosk,Credit Card,Windy
WSR-2026-0768,2026-06-07,June,Sunday,Summer,Walk-in,Single Kayak,1 Hour,1,28.80,None,0.00,0.00,28.80,Grace Lee,Lagoon Launch,Cash,Sunny
WSR-2026-0769,2026-06-07,June,Sunday,Summer,Online Booking,Snorkel Set,1 Hour,1,14.40,None,0.00,0.00,14.40,Chloe Nguyen,Marina Kiosk,Debit Card,Sunny
WSR-2026-0770,2026-06-07,June,Sunday,Summer,Walk-in,Pedal Boat,2 Hours,1,69.60,None,0.00,0.00,69.60,Mia Thompson,Lagoon Launch,Debit Card,Sunny
WSR-2026-0771,2026-06-07,June,Sunday,Summer,Walk-in,Stand-Up Paddle Board,2 Hours,1,50.40,Dry Bag,6.00,0.00,56.40,Diego Ramirez,Beachfront Hut,Debit Card,Sunny
WSR-2026-0772,2026-06-07,June,Sunday,Summer,Walk-in,Tandem Kayak,2 Hours,1,62.40,Dry Bag,6.00,0.00,68.40,Chloe Nguyen,Marina Kiosk,Credit Card,Sunny
WSR-2026-0773,2026-06-07,June,Sunday,Summer,Online Booking,Stand-Up Paddle Board,Half Day,1,74.40,Cooler Rental,10.00,0.00,84.40,Chloe Nguyen,Harbor Dock,Credit Card,Sunny
WSR-2026-0774,2026-06-07,June,Sunday,Summer,Online Booking,Tandem Kayak,2 Hours,1,62.40,None,0.00,0.00,62.40,Grace Lee,Harbor Dock,Debit Card,Sunny
WSR-2026-0775,2026-06-07,June,Sunday,Summer,Walk-in,Surfboard,Full Day,1,91.20,Cooler Rental,10.00,0.00,101.20,Ben Carter,Lagoon Launch,Cash,Windy
WSR-2026-0776,2026-06-07,June,Sunday,Summer,Walk-in,Hydro Bike,2 Hours,1,57.60,None,0.00,0.00,57.60,Isaac Patel,Resort Pier,Credit Card,Sunny
WSR-2026-0777,2026-06-07,June,Sunday,Summer,Online Booking,Stand-Up Paddle Board,Half Day,1,74.40,None,0.00,0.00,74.40,Diego Ramirez,Beachfront Hut,Cash,Cloudy
WSR-2026-0778,2026-06-08,June,Monday,Summer,Resort Guest,Surfboard,Half Day,1,60.48,Cooler Rental,10.00,0.00,70.48,Emma Wilson,Harbor Dock,Credit Card,Cloudy
WSR-2026-0779,2026-06-08,June,Monday,Summer,Resort Guest,Bodyboard,1 Hour,1,15.68,Dry Bag,6.00,0.00,21.68,Chloe Nguyen,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0780,2026-06-08,June,Monday,Summer,Resort Guest,Bodyboard,2 Hours,1,24.64,None,0.00,0.00,24.64,Diego Ramirez,Harbor Dock,Credit Card,Sunny
WSR-2026-0781,2026-06-08,June,Monday,Summer,Walk-in,Stand-Up Paddle Board,2 Hours,1,47.04,Phone Pouch,5.00,0.00,52.04,Emma Wilson,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-0782,2026-06-08,June,Monday,Summer,Member,Snorkel Set,1 Hour,1,13.44,None,0.00,1.34,12.10,Diego Ramirez,Resort Pier,Credit Card,Sunny
WSR-2026-0783,2026-06-08,June,Monday,Summer,Resort Guest,Bodyboard,2 Hours,1,24.64,None,0.00,0.00,24.64,Hannah Brooks,Lagoon Launch,Cash,Sunny
WSR-2026-0784,2026-06-08,June,Monday,Summer,Resort Guest,Fishing Kayak,1 Hour,1,35.84,Dry Bag,6.00,0.00,41.84,Finn Johnson,Beachfront Hut,Debit Card,Windy
WSR-2026-0785,2026-06-08,June,Monday,Summer,Walk-in,Snorkel Set,2 Hours,1,20.16,None,0.00,0.00,20.16,Diego Ramirez,Resort Pier,Cash,Sunny
WSR-2026-0786,2026-06-08,June,Monday,Summer,Walk-in,Single Kayak,Half Day,1,64.96,Phone Pouch,5.00,0.00,69.96,Grace Lee,Lagoon Launch,Cash,Rainy
WSR-2026-0787,2026-06-08,June,Monday,Summer,Walk-in,Hydro Bike,Half Day,1,80.64,Cooler Rental,10.00,0.00,90.64,Isaac Patel,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-0788,2026-06-08,June,Monday,Summer,Resort Guest,Tandem Kayak,1 Hour,1,38.08,None,0.00,0.00,38.08,Grace Lee,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0789,2026-06-08,June,Monday,Summer,Member,Bodyboard,2 Hours,1,24.64,Dry Bag,6.00,3.06,27.58,Ben Carter,Marina Kiosk,Credit Card,Sunny
WSR-2026-0790,2026-06-08,June,Monday,Summer,Resort Guest,Tandem Kayak,1 Hour,1,38.08,GoPro Mount,8.00,0.00,46.08,Finn Johnson,Harbor Dock,Credit Card,Cloudy
WSR-2026-0791,2026-06-08,June,Monday,Summer,Online Booking,Fishing Kayak,2 Hours,1,56.00,Dry Bag,6.00,0.00,62.00,Ben Carter,Resort Pier,Debit Card,Cloudy
WSR-2026-0792,2026-06-08,June,Monday,Summer,Online Booking,Surfboard,2 Hours,1,40.32,Dry Bag,6.00,0.00,46.32,Ben Carter,Harbor Dock,Credit Card,Sunny
WSR-2026-0793,2026-06-09,June,Tuesday,Summer,Walk-in,Pedal Boat,2 Hours,1,64.96,Dry Bag,6.00,0.00,70.96,Emma Wilson,Harbor Dock,Debit Card,Sunny
WSR-2026-0794,2026-06-09,June,Tuesday,Summer,Group/Event,Tandem Kayak,Full Day,1,125.44,None,0.00,12.54,112.90,Diego Ramirez,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-0795,2026-06-09,June,Tuesday,Summer,Group/Event,Surfboard,Half Day,1,60.48,Dry Bag,6.00,3.32,63.16,Finn Johnson,Resort Pier,Debit Card,Sunny
WSR-2026-0796,2026-06-09,June,Tuesday,Summer,Walk-in,Stand-Up Paddle Board,Full Day,1,98.56,None,0.00,0.00,98.56,Chloe Nguyen,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-0797,2026-06-09,June,Tuesday,Summer,Walk-in,Tandem Kayak,Half Day,1,87.36,GoPro Mount,8.00,0.00,95.36,Ava Martinez,Marina Kiosk,Credit Card,Windy
WSR-2026-0798,2026-06-09,June,Tuesday,Summer,Resort Guest,Fishing Kayak,Half Day,1,85.12,None,0.00,0.00,85.12,Mia Thompson,Resort Pier,Cash,Windy
WSR-2026-0799,2026-06-09,June,Tuesday,Summer,Walk-in,Fishing Kayak,2 Hours,1,56.00,Phone Pouch,5.00,0.00,61.00,Emma Wilson,Beachfront Hut,Debit Card,Sunny
WSR-2026-0800,2026-06-09,June,Tuesday,Summer,Member,Tandem Kayak,Half Day,1,87.36,None,0.00,8.74,78.62,Ava Martinez,Beachfront Hut,Debit Card,Cloudy
WSR-2026-0801,2026-06-09,June,Tuesday,Summer,Online Booking,Bodyboard,Half Day,1,38.08,None,0.00,0.00,38.08,Grace Lee,Marina Kiosk,Debit Card,Sunny
WSR-2026-0802,2026-06-09,June,Tuesday,Summer,Online Booking,Single Kayak,1 Hour,1,26.88,Waterproof Speaker,12.00,0.00,38.88,Diego Ramirez,Harbor Dock,Credit Card,Sunny
WSR-2026-0803,2026-06-10,June,Wednesday,Summer,Resort Guest,Single Kayak,2 Hours,1,42.56,GoPro Mount,8.00,0.00,50.56,Ava Martinez,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0804,2026-06-10,June,Wednesday,Summer,Online Booking,Single Kayak,1 Hour,1,26.88,None,0.00,0.00,26.88,Finn Johnson,Beachfront Hut,Gift Card,Sunny
WSR-2026-0805,2026-06-10,June,Wednesday,Summer,Online Booking,Stand-Up Paddle Board,2 Hours,1,47.04,None,0.00,0.00,47.04,Ben Carter,Lagoon Launch,Mobile Pay,Cloudy
WSR-2026-0806,2026-06-10,June,Wednesday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,Dry Bag,6.00,0.00,35.12,Chloe Nguyen,Lagoon Launch,Credit Card,Sunny
WSR-2026-0807,2026-06-10,June,Wednesday,Summer,Online Booking,Single Kayak,2 Hours,1,42.56,Premium Life Jacket,7.00,0.00,49.56,Ava Martinez,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-0808,2026-06-10,June,Wednesday,Summer,Walk-in,Tandem Kayak,2 Hours,1,58.24,Phone Pouch,5.00,0.00,63.24,Ava Martinez,Beachfront Hut,Debit Card,Sunny
WSR-2026-0809,2026-06-10,June,Wednesday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,None,0.00,0.00,29.12,Diego Ramirez,Harbor Dock,Credit Card,Cloudy
WSR-2026-0810,2026-06-10,June,Wednesday,Summer,Online Booking,Stand-Up Paddle Board,1 Hour,1,29.12,None,0.00,0.00,29.12,Diego Ramirez,Marina Kiosk,Debit Card,Sunny
WSR-2026-0811,2026-06-10,June,Wednesday,Summer,Group/Event,Single Kayak,Half Day,1,64.96,Waterproof Speaker,12.00,3.85,73.11,Mia Thompson,Lagoon Launch,Cash,Sunny
WSR-2026-0812,2026-06-10,June,Wednesday,Summer,Resort Guest,Snorkel Set,2 Hours,1,20.16,None,0.00,0.00,20.16,Grace Lee,Harbor Dock,Cash,Sunny
WSR-2026-0813,2026-06-10,June,Wednesday,Summer,Walk-in,Wetsuit Rental,Full Day,1,38.08,Premium Life Jacket,7.00,0.00,45.08,Diego Ramirez,Resort Pier,Cash,Sunny
WSR-2026-0814,2026-06-10,June,Wednesday,Summer,Member,Wetsuit Rental,2 Hours,1,17.92,None,0.00,1.79,16.13,Chloe Nguyen,Lagoon Launch,Credit Card,Sunny
WSR-2026-0815,2026-06-10,June,Wednesday,Summer,Online Booking,Surfboard,2 Hours,1,40.32,Dry Bag,6.00,0.00,46.32,Grace Lee,Resort Pier,Credit Card,Sunny
WSR-2026-0816,2026-06-10,June,Wednesday,Summer,Resort Guest,Bodyboard,Half Day,1,38.08,None,0.00,1.90,36.18,Ava Martinez,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0817,2026-06-10,June,Wednesday,Summer,Walk-in,Hydro Bike,1 Hour,1,33.60,Waterproof Speaker,12.00,0.00,45.60,Finn Johnson,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-0818,2026-06-10,June,Wednesday,Summer,Walk-in,Tandem Kayak,Half Day,1,87.36,Dry Bag,6.00,0.00,93.36,Ben Carter,Resort Pier,Debit Card,Sunny
WSR-2026-0819,2026-06-10,June,Wednesday,Summer,Online Booking,Bodyboard,1 Hour,1,15.68,None,0.00,0.00,15.68,Finn Johnson,Beachfront Hut,Credit Card,Sunny
